[train 14:09:36] fresh init raw c549bc02e974 ema c549bc02e974 | 6400 library formations | 56 cells
[train 14:10:02] p001 games 2048 rw/bw/d 814/784/450 | rows 3038 steps 15 | pol -3.0298 val 1.1754 kl 0.01396 H 1.824 | ema 592add85 | 25s (play 18)
[train 15:11:23] p149 games 2048 rw/bw/d 812/775/461 | rows 3046 steps 15 | pol 0.0296 val 1.0662 kl 0.00024 H 1.727 | ema b2d44c72 | 25s (play 18)
[train 15:11:47] p150 games 2048 rw/bw/d 823/775/450 | rows 3021 steps 15 | pol -0.0200 val 1.0636 kl 0.00023 H 1.727 | ema df66310b | 24s (play 18)
[train 15:12:12] p151 games 2048 rw/bw/d 780/802/466 | rows 3010 steps 15 | pol 0.0154 val 1.0696 kl 0.00012 H 1.730 | ema 7169de5c | 25s (play 18)
[train 15:12:37] p152 games 2048 rw/bw/d 799/802/447 | rows 3019 steps 15 | pol -0.0014 val 1.0638 kl 0.00015 H 1.728 | ema 1954f5e3 | 25s (play 18)
[train 15:13:02] p153 games 2048 rw/bw/d 814/783/451 | rows 2969 steps 15 | pol -0.0013 val 1.0642 kl 0.00017 H 1.726 | ema 5188c4b1 | 25s (play 18)
[train 15:13:27] p154 games 2048 rw/bw/d 830/781/437 | rows 3035 steps 15 | pol -0.0112 val 1.0610 kl 0.00031 H 1.724 | ema e1842e8d | 25s (play 18)
[train 15:13:52] p155 games 2048 rw/bw/d 803/792/453 | rows 3032 steps 15 | pol 0.0113 val 1.0678 kl 0.00021 H 1.724 | ema e5ce53c1 | 25s (play 18)
[train 15:14:17] p156 games 2048 rw/bw/d 786/804/458 | rows 3009 steps 15 | pol -0.0105 val 1.0640 kl 0.00015 H 1.726 | ema 6125fc17 | 25s (play 18)
[train 15:14:41] p157 games 2048 rw/bw/d 785/798/465 | rows 3019 steps 15 | pol 0.0125 val 1.0675 kl 0.00015 H 1.721 | ema 98cf8706 | 25s (play 18)
[train 15:15:07] p158 games 2048 rw/bw/d 803/794/451 | rows 3022 steps 15 | pol -0.0368 val 1.0659 kl 0.00041 H 1.728 | ema fd2863a4 | 25s (play 19)
[train 15:15:31] p159 games 2048 rw/bw/d 798/764/486 | rows 2973 steps 15 | pol 0.0431 val 1.0748 kl 0.00197 H 1.709 | ema 0af0962b | 24s (play 18)
[train 15:15:55] p160 games 2048 rw/bw/d 777/813/458 | rows 3024 steps 15 | pol -0.0067 val 1.0680 kl 0.00086 H 1.709 | ema a5bca6a8 | 24s (play 18)
[train 15:15:55] checkpoint ckpt_0160
[train 15:16:20] p161 games 2048 rw/bw/d 815/765/468 | rows 3022 steps 15 | pol -0.0032 val 1.0720 kl 0.00068 H 1.712 | ema e8bf54b9 | 25s (play 18)
[train 15:16:45] p162 games 2048 rw/bw/d 848/771/429 | rows 2999 steps 15 | pol 0.0071 val 1.0614 kl 0.00181 H 1.702 | ema fe3fa311 | 25s (play 18)
[train 15:17:09] p163 games 2048 rw/bw/d 797/800/451 | rows 2995 steps 15 | pol 0.0427 val 1.0651 kl 0.00117 H 1.684 | ema e835fa31 | 24s (play 18)
[train 15:17:34] p164 games 2048 rw/bw/d 769/823/456 | rows 3033 steps 15 | pol -0.0247 val 1.0671 kl 0.00055 H 1.671 | ema cfea83ed | 25s (play 18)
[train 15:17:59] p165 games 2048 rw/bw/d 844/742/462 | rows 3001 steps 15 | pol -0.0355 val 1.0693 kl 0.00302 H 1.699 | ema d44e6dab | 25s (play 19)
[train 15:18:24] p166 games 2048 rw/bw/d 806/801/441 | rows 3003 steps 15 | pol 0.0246 val 1.0616 kl 0.00036 H 1.691 | ema b6ac102d | 25s (play 18)
[train 15:18:48] p167 games 2048 rw/bw/d 791/816/441 | rows 3003 steps 15 | pol -0.0070 val 1.0628 kl 0.00074 H 1.692 | ema 874e8320 | 25s (play 18)
[train 15:19:12] p168 games 2048 rw/bw/d 843/789/416 | rows 3029 steps 15 | pol -0.0062 val 1.0506 kl 0.00095 H 1.696 | ema 1dffb48b | 24s (play 18)
[train 15:19:37] p169 games 2048 rw/bw/d 792/813/443 | rows 2997 steps 15 | pol 0.0304 val 1.0634 kl 0.00075 H 1.705 | ema cd7f3615 | 25s (play 18)
[train 15:20:02] p170 games 2048 rw/bw/d 827/766/455 | rows 3011 steps 15 | pol -0.0726 val 1.0677 kl 0.00120 H 1.709 | ema 3b951f34 | 25s (play 18)
[train 15:20:27] p171 games 2048 rw/bw/d 787/830/431 | rows 3045 steps 15 | pol 0.0422 val 1.0580 kl 0.00065 H 1.702 | ema 6f282ab3 | 24s (play 18)
[train 15:20:51] p172 games 2048 rw/bw/d 823/793/432 | rows 3017 steps 15 | pol -0.0372 val 1.0614 kl 0.00112 H 1.713 | ema 89cac002 | 24s (play 18)
[train 15:21:16] p173 games 2048 rw/bw/d 800/803/445 | rows 3042 steps 15 | pol 0.0182 val 1.0631 kl 0.00026 H 1.721 | ema 00cc875e | 25s (play 18)
[train 15:21:40] p174 games 2048 rw/bw/d 808/796/444 | rows 3036 steps 15 | pol -0.0107 val 1.0615 kl 0.00059 H 1.724 | ema 3d34423a | 24s (play 18)
[train 15:22:05] p175 games 2048 rw/bw/d 798/780/470 | rows 3043 steps 15 | pol 0.0034 val 1.0723 kl 0.00082 H 1.721 | ema 870bb119 | 25s (play 18)
[train 15:22:30] p176 games 2048 rw/bw/d 805/785/458 | rows 3031 steps 15 | pol -0.0148 val 1.0680 kl 0.00064 H 1.719 | ema 2390c9c1 | 24s (play 18)
[train 15:22:55] p177 games 2048 rw/bw/d 756/842/450 | rows 2975 steps 15 | pol -0.0260 val 1.0683 kl 0.00065 H 1.723 | ema a9f9183e | 25s (play 18)
[train 15:23:19] p178 games 2048 rw/bw/d 813/790/445 | rows 3010 steps 15 | pol 0.0017 val 1.0635 kl 0.00017 H 1.727 | ema 07d29e51 | 24s (play 18)
[train 15:23:44] p179 games 2048 rw/bw/d 813/780/455 | rows 3046 steps 15 | pol 0.0122 val 1.0670 kl 0.00010 H 1.726 | ema 8edfefa9 | 25s (play 18)
[train 15:24:08] p180 games 2048 rw/bw/d 811/801/436 | rows 3021 steps 15 | pol -0.0100 val 1.0595 kl 0.00033 H 1.725 | ema d667625d | 25s (play 18)
[train 15:24:33] p181 games 2048 rw/bw/d 777/812/459 | rows 3016 steps 15 | pol 0.0085 val 1.0660 kl 0.00019 H 1.726 | ema f20430e7 | 25s (play 18)
[train 15:24:58] p182 games 2048 rw/bw/d 807/782/459 | rows 3017 steps 15 | pol 0.0016 val 1.0657 kl 0.00046 H 1.712 | ema dae44bc3 | 24s (play 18)
[train 15:25:22] p183 games 2048 rw/bw/d 790/789/469 | rows 2999 steps 15 | pol -0.0103 val 1.0697 kl 0.00020 H 1.716 | ema 995c3f25 | 25s (play 18)
[train 15:25:47] p184 games 2048 rw/bw/d 811/789/448 | rows 2993 steps 15 | pol 0.0029 val 1.0640 kl 0.00033 H 1.718 | ema 5b2a30d6 | 24s (play 18)
[train 15:26:12] p185 games 2048 rw/bw/d 780/800/468 | rows 3014 steps 15 | pol 0.0015 val 1.0669 kl 0.00018 H 1.708 | ema ab270ea3 | 24s (play 18)
[train 15:26:36] p186 games 2048 rw/bw/d 789/806/453 | rows 3042 steps 15 | pol -0.0125 val 1.0655 kl 0.00024 H 1.712 | ema e074544f | 24s (play 18)
[train 15:27:00] p187 games 2048 rw/bw/d 807/794/447 | rows 3012 steps 15 | pol 0.0113 val 1.0648 kl 0.00027 H 1.709 | ema d6e02635 | 24s (play 18)
[train 15:27:25] p188 games 2048 rw/bw/d 822/768/458 | rows 2979 steps 15 | pol 0.0004 val 1.0676 kl 0.00019 H 1.707 | ema 450589ed | 25s (play 18)
[train 15:27:50] p189 games 2048 rw/bw/d 791/802/455 | rows 3043 steps 15 | pol 0.0074 val 1.0661 kl 0.00018 H 1.704 | ema e763f8e5 | 25s (play 18)
[train 15:28:14] p190 games 2048 rw/bw/d 771/825/452 | rows 3034 steps 15 | pol -0.0293 val 1.0660 kl 0.00030 H 1.712 | ema 7dfe106a | 24s (play 18)
[train 15:28:39] p191 games 2048 rw/bw/d 771/827/450 | rows 3045 steps 15 | pol 0.0219 val 1.0671 kl 0.00030 H 1.711 | ema 9fbfb56d | 25s (play 18)
[train 15:29:04] p192 games 2048 rw/bw/d 809/789/450 | rows 3043 steps 15 | pol -0.0146 val 1.0665 kl 0.00058 H 1.708 | ema 6d61e543 | 25s (play 18)
[train 15:29:04] checkpoint ckpt_0192
[train 15:29:29] p193 games 2048 rw/bw/d 804/802/442 | rows 3049 steps 15 | pol 0.0326 val 1.0625 kl 0.00114 H 1.696 | ema b166717c | 25s (play 18)
[train 15:29:53] p194 games 2048 rw/bw/d 810/797/441 | rows 3070 steps 15 | pol -0.0278 val 1.0602 kl 0.00126 H 1.708 | ema a59a2e92 | 24s (play 18)
[train 15:30:18] p195 games 2048 rw/bw/d 805/780/463 | rows 3007 steps 15 | pol 0.0100 val 1.0696 kl 0.00056 H 1.712 | ema 8a43d9b8 | 24s (play 18)
[train 15:30:42] p196 games 2048 rw/bw/d 804/816/428 | rows 3039 steps 15 | pol -0.0123 val 1.0554 kl 0.00083 H 1.710 | ema 77136a56 | 24s (play 18)
[train 15:31:06] p197 games 2048 rw/bw/d 782/796/470 | rows 3038 steps 15 | pol 0.0144 val 1.0717 kl 0.00283 H 1.684 | ema 86307dd6 | 24s (play 18)
[train 15:31:31] p198 games 2048 rw/bw/d 799/798/451 | rows 3037 steps 15 | pol -0.0054 val 1.0643 kl 0.00064 H 1.673 | ema 82136408 | 24s (play 18)
[train 15:31:56] p199 games 2048 rw/bw/d 792/802/454 | rows 3021 steps 15 | pol -0.0099 val 1.0678 kl 0.00054 H 1.676 | ema 59114eaa | 25s (play 18)
[train 15:32:21] p200 games 2048 rw/bw/d 790/786/472 | rows 2998 steps 15 | pol -0.0076 val 1.0710 kl 0.00219 H 1.695 | ema 488596ae | 25s (play 19)
[train 15:32:46] p201 games 2048 rw/bw/d 827/785/436 | rows 2996 steps 15 | pol -0.0000 val 1.0615 kl 0.00070 H 1.707 | ema 41c76166 | 25s (play 19)
[train 15:33:11] p202 games 2048 rw/bw/d 783/790/475 | rows 3000 steps 15 | pol 0.0196 val 1.0708 kl 0.00070 H 1.701 | ema 3b6d1b88 | 24s (play 18)
[train 15:33:36] p203 games 2048 rw/bw/d 780/804/464 | rows 3025 steps 15 | pol -0.0007 val 1.0715 kl 0.00083 H 1.700 | ema a76d64d7 | 25s (play 18)
[train 15:34:00] p204 games 2048 rw/bw/d 802/795/451 | rows 3012 steps 15 | pol 0.0167 val 1.0646 kl 0.00075 H 1.704 | ema 2ba2e5b3 | 25s (play 18)
[train 15:34:25] p205 games 2048 rw/bw/d 789/817/442 | rows 2986 steps 15 | pol -0.0192 val 1.0591 kl 0.00055 H 1.711 | ema d36f9cdf | 25s (play 18)
[train 15:34:50] p206 games 2048 rw/bw/d 795/800/453 | rows 3051 steps 15 | pol 0.0146 val 1.0625 kl 0.00076 H 1.702 | ema 958aa001 | 25s (play 18)
[train 15:35:14] p207 games 2048 rw/bw/d 785/813/450 | rows 3036 steps 15 | pol 0.0038 val 1.0641 kl 0.00063 H 1.701 | ema 0b42b102 | 24s (play 18)
[train 15:35:40] p208 games 2048 rw/bw/d 773/826/449 | rows 3008 steps 15 | pol -0.0098 val 1.0643 kl 0.00059 H 1.704 | ema d528e168 | 25s (play 19)
[train 15:36:05] p209 games 2048 rw/bw/d 791/797/460 | rows 3007 steps 15 | pol 0.0103 val 1.0652 kl 0.00037 H 1.704 | ema 1a02aa11 | 25s (play 18)
[train 15:36:30] p210 games 2048 rw/bw/d 784/814/450 | rows 3021 steps 15 | pol -0.0093 val 1.0672 kl 0.00040 H 1.702 | ema d02bee9a | 25s (play 18)
[train 15:36:55] p211 games 2048 rw/bw/d 802/799/447 | rows 2987 steps 15 | pol -0.0045 val 1.0637 kl 0.00026 H 1.700 | ema 6a2d9c95 | 25s (play 18)
[train 15:37:19] p212 games 2048 rw/bw/d 803/781/464 | rows 3025 steps 15 | pol -0.0089 val 1.0666 kl 0.00020 H 1.701 | ema fe468645 | 24s (play 18)
[train 15:37:43] p213 games 2048 rw/bw/d 791/807/450 | rows 3028 steps 15 | pol 0.0053 val 1.0648 kl 0.00084 H 1.706 | ema 1175d1cb | 24s (play 18)
[train 15:38:08] p214 games 2048 rw/bw/d 779/798/471 | rows 3033 steps 15 | pol 0.0561 val 1.0701 kl 0.00088 H 1.694 | ema 054c07e1 | 24s (play 18)
[train 15:38:32] p215 games 2048 rw/bw/d 772/817/459 | rows 2988 steps 15 | pol -0.0203 val 1.0656 kl 0.00035 H 1.689 | ema b326225a | 24s (play 18)
[train 15:38:56] p216 games 2048 rw/bw/d 820/761/467 | rows 3025 steps 15 | pol -0.0052 val 1.0672 kl 0.00016 H 1.691 | ema c6883d7a | 24s (play 18)
[train 15:39:21] p217 games 2048 rw/bw/d 775/804/469 | rows 3045 steps 15 | pol -0.0101 val 1.0720 kl 0.00023 H 1.692 | ema 80acfa5d | 25s (play 18)
[train 15:39:45] p218 games 2048 rw/bw/d 795/817/436 | rows 3027 steps 15 | pol -0.0284 val 1.0623 kl 0.00060 H 1.693 | ema 72223c32 | 24s (play 17)
[train 15:40:10] p219 games 2048 rw/bw/d 819/776/453 | rows 3027 steps 15 | pol -0.0159 val 1.0648 kl 0.00035 H 1.692 | ema 0e717503 | 25s (play 18)
[train 15:40:35] p220 games 2048 rw/bw/d 803/817/428 | rows 3041 steps 15 | pol 0.0167 val 1.0596 kl 0.00011 H 1.694 | ema 911e7d65 | 25s (play 18)
[train 15:41:00] p221 games 2048 rw/bw/d 808/786/454 | rows 3031 steps 15 | pol 0.0349 val 1.0695 kl 0.00027 H 1.690 | ema 44c2ba3c | 25s (play 19)
[train 15:41:25] p222 games 2048 rw/bw/d 802/791/455 | rows 3016 steps 15 | pol -0.0007 val 1.0641 kl 0.00054 H 1.689 | ema 58c93a6f | 24s (play 18)
[train 15:41:49] p223 games 2048 rw/bw/d 797/817/434 | rows 3008 steps 15 | pol 0.0259 val 1.0563 kl 0.00036 H 1.684 | ema 064060e2 | 24s (play 18)
[train 15:42:14] p224 games 2048 rw/bw/d 787/794/467 | rows 3011 steps 15 | pol -0.0361 val 1.0687 kl 0.00046 H 1.690 | ema ce6e94f4 | 26s (play 19)
[train 15:42:14] checkpoint ckpt_0224
[train 15:42:39] p225 games 2048 rw/bw/d 786/795/467 | rows 3027 steps 15 | pol 0.0072 val 1.0697 kl 0.00026 H 1.698 | ema 7d091e2e | 25s (play 18)
[train 15:43:04] p226 games 2048 rw/bw/d 798/808/442 | rows 3016 steps 15 | pol -0.0245 val 1.0609 kl 0.00047 H 1.695 | ema 70c61bec | 25s (play 18)
[train 15:43:29] p227 games 2048 rw/bw/d 810/789/449 | rows 3027 steps 15 | pol -0.0289 val 1.0661 kl 0.00052 H 1.701 | ema d9d537e8 | 25s (play 18)
[train 15:43:54] p228 games 2048 rw/bw/d 795/802/451 | rows 3037 steps 15 | pol 0.0280 val 1.0625 kl 0.00032 H 1.693 | ema 82e96faf | 25s (play 18)
[train 15:44:19] p229 games 2048 rw/bw/d 785/805/458 | rows 3066 steps 15 | pol 0.0043 val 1.0678 kl 0.00030 H 1.682 | ema 603f32ad | 25s (play 18)
[train 15:44:43] p230 games 2048 rw/bw/d 775/816/457 | rows 3010 steps 15 | pol 0.0271 val 1.0645 kl 0.00052 H 1.678 | ema c3ca97c1 | 24s (play 18)
[train 15:45:07] p231 games 2048 rw/bw/d 808/776/464 | rows 3061 steps 15 | pol 0.0038 val 1.0674 kl 0.00024 H 1.673 | ema ee75552a | 24s (play 18)
[train 15:45:32] p232 games 2048 rw/bw/d 799/809/440 | rows 3037 steps 15 | pol 0.0039 val 1.0591 kl 0.00023 H 1.678 | ema 9c0a8929 | 25s (play 18)
[train 15:45:57] p233 games 2048 rw/bw/d 813/805/430 | rows 3073 steps 20 | pol -0.2763 val 0.9898 kl 0.00229 H 1.723 | ema ac2ec9d4 | 25s (play 18)
[train 15:46:22] p234 games 2048 rw/bw/d 776/833/439 | rows 3050 steps 15 | pol 0.1203 val 1.0610 kl 0.00179 H 1.666 | ema 05902490 | 25s (play 18)
[train 15:46:46] p235 games 2048 rw/bw/d 804/787/457 | rows 3020 steps 15 | pol 0.0159 val 1.0667 kl 0.00286 H 1.631 | ema 5805e3ef | 25s (play 18)
[train 15:47:11] p236 games 2048 rw/bw/d 810/800/438 | rows 3064 steps 15 | pol -0.0386 val 1.0626 kl 0.00110 H 1.645 | ema 8658cd36 | 25s (play 18)
[train 15:47:36] p237 games 2048 rw/bw/d 793/792/463 | rows 3029 steps 15 | pol 0.0296 val 1.0681 kl 0.00053 H 1.657 | ema 431dbc2b | 25s (play 18)
[train 15:48:01] p238 games 2048 rw/bw/d 834/771/443 | rows 3049 steps 15 | pol 0.0171 val 1.0615 kl 0.00032 H 1.644 | ema 98321f23 | 25s (play 18)
[train 15:48:26] p239 games 2048 rw/bw/d 832/785/431 | rows 3025 steps 15 | pol -0.0112 val 1.0590 kl 0.00025 H 1.648 | ema bee4803f | 25s (play 18)
[train 15:48:50] p240 games 2048 rw/bw/d 820/776/452 | rows 3025 steps 15 | pol 0.0334 val 1.0629 kl 0.00041 H 1.641 | ema 3ea44982 | 24s (play 18)
[train 15:49:15] p241 games 2048 rw/bw/d 795/787/466 | rows 3043 steps 15 | pol 0.0096 val 1.0691 kl 0.00039 H 1.634 | ema cbb8dd60 | 25s (play 18)
[train 15:49:40] p242 games 2048 rw/bw/d 808/805/435 | rows 3023 steps 15 | pol 0.0208 val 1.0578 kl 0.00090 H 1.617 | ema 17e3f49f | 25s (play 18)
[train 15:50:05] p243 games 2048 rw/bw/d 829/761/458 | rows 3047 steps 15 | pol -0.0214 val 1.0659 kl 0.00065 H 1.631 | ema 5e6034d5 | 25s (play 19)
[train 15:50:30] p244 games 2048 rw/bw/d 815/791/442 | rows 3026 steps 15 | pol -0.0239 val 1.0605 kl 0.00298 H 1.659 | ema 5bf031ff | 25s (play 18)
[train 15:50:55] p245 games 2048 rw/bw/d 788/809/451 | rows 3012 steps 15 | pol 0.0298 val 1.0640 kl 0.00072 H 1.664 | ema 889cd3ac | 25s (play 19)
[train 15:51:20] p246 games 2048 rw/bw/d 772/828/448 | rows 3021 steps 15 | pol -0.0005 val 1.0625 kl 0.00099 H 1.650 | ema f041483d | 25s (play 18)
[train 15:51:44] p247 games 2048 rw/bw/d 787/806/455 | rows 3014 steps 15 | pol 0.0004 val 1.0659 kl 0.00059 H 1.656 | ema 77ceb114 | 24s (play 18)
[train 15:52:09] p248 games 2048 rw/bw/d 806/773/469 | rows 3043 steps 15 | pol -0.0310 val 1.0726 kl 0.00173 H 1.676 | ema 5b8efc1d | 25s (play 18)
[train 15:52:34] p249 games 2048 rw/bw/d 786/797/465 | rows 3050 steps 15 | pol 0.0358 val 1.0714 kl 0.00143 H 1.672 | ema 4eddb7c1 | 25s (play 18)
[train 15:52:59] p250 games 2048 rw/bw/d 814/779/455 | rows 3018 steps 15 | pol -0.0271 val 1.0647 kl 0.00041 H 1.674 | ema f03dd8ea | 24s (play 18)
[train 15:53:24] p251 games 2048 rw/bw/d 771/826/451 | rows 3055 steps 15 | pol 0.0066 val 1.0644 kl 0.00152 H 1.689 | ema e2b82747 | 25s (play 18)
[train 15:53:48] p252 games 2048 rw/bw/d 814/792/442 | rows 3007 steps 15 | pol 0.0119 val 1.0603 kl 0.00186 H 1.674 | ema 7b7b910b | 24s (play 18)
[train 15:54:14] p253 games 2048 rw/bw/d 798/781/469 | rows 3059 steps 15 | pol 0.0042 val 1.0673 kl 0.00093 H 1.657 | ema b8bbe983 | 25s (play 19)
[train 15:54:38] p254 games 2048 rw/bw/d 787/804/457 | rows 3024 steps 15 | pol -0.0324 val 1.0668 kl 0.00102 H 1.654 | ema 001c4f34 | 25s (play 18)
[train 15:55:03] p255 games 2048 rw/bw/d 802/791/455 | rows 3004 steps 15 | pol -0.0184 val 1.0665 kl 0.00150 H 1.676 | ema 6c36de3b | 24s (play 18)
[train 15:55:27] p256 games 2048 rw/bw/d 789/802/457 | rows 3028 steps 15 | pol -0.0118 val 1.0695 kl 0.00031 H 1.682 | ema ee20572e | 25s (play 18)
[train 15:55:27] checkpoint ckpt_0256
[train 15:55:27] TRAINING DONE
[train 16:30:40] resumed from ckpt_0256 (raw 226e21946f76)
[train 16:31:05] p257 games 2048 rw/bw/d 851/750/447 | rows 3038 steps 15 | pol 0.0090 val 1.0625 kl 0.00091 H 1.689 | ema 36fa9b3e | 25s (play 18)
[train 16:31:29] p258 games 2048 rw/bw/d 824/788/436 | rows 3031 steps 15 | pol -0.0336 val 1.0606 kl 0.00086 H 1.688 | ema 4e81c3aa | 24s (play 18)
[train 16:31:54] p259 games 2048 rw/bw/d 762/827/459 | rows 3027 steps 15 | pol 0.0282 val 1.0663 kl 0.00057 H 1.680 | ema bb896bf3 | 24s (play 18)
[train 16:32:19] p260 games 2048 rw/bw/d 798/775/475 | rows 3051 steps 15 | pol 0.0087 val 1.0696 kl 0.00090 H 1.676 | ema 37df7ce6 | 25s (play 18)
[train 16:32:44] p261 games 2048 rw/bw/d 764/835/449 | rows 2997 steps 15 | pol -0.0256 val 1.0650 kl 0.00049 H 1.679 | ema 079242ec | 25s (play 19)
[train 16:33:10] p262 games 2048 rw/bw/d 796/818/434 | rows 3032 steps 15 | pol 0.0208 val 1.0587 kl 0.00216 H 1.667 | ema 8cbb6732 | 26s (play 19)
[train 16:33:36] p263 games 2048 rw/bw/d 801/798/449 | rows 3033 steps 15 | pol 0.0093 val 1.0613 kl 0.00093 H 1.665 | ema c2126b51 | 26s (play 19)
[train 16:34:02] p264 games 2048 rw/bw/d 776/809/463 | rows 3038 steps 15 | pol -0.0094 val 1.0670 kl 0.00020 H 1.665 | ema 74b94aa7 | 26s (play 19)
[train 16:34:28] p265 games 2048 rw/bw/d 800/774/474 | rows 3046 steps 15 | pol 0.0043 val 1.0721 kl 0.00072 H 1.658 | ema 6fa1b53a | 26s (play 20)
[train 16:34:54] p266 games 2048 rw/bw/d 809/797/442 | rows 3007 steps 15 | pol -0.0068 val 1.0609 kl 0.00026 H 1.662 | ema 02bcc0eb | 26s (play 19)
[train 16:35:20] p267 games 2048 rw/bw/d 805/795/448 | rows 3043 steps 15 | pol 0.0032 val 1.0640 kl 0.00058 H 1.651 | ema 8209fc24 | 26s (play 19)
[train 16:35:45] p268 games 2048 rw/bw/d 781/811/456 | rows 3012 steps 15 | pol -0.0051 val 1.0613 kl 0.00054 H 1.650 | ema 618ab8bd | 26s (play 19)
[train 16:36:10] p269 games 2048 rw/bw/d 820/787/441 | rows 2980 steps 15 | pol 0.0064 val 1.0593 kl 0.00023 H 1.649 | ema 7ece3f78 | 25s (play 18)
[train 16:36:35] p270 games 2048 rw/bw/d 808/800/440 | rows 3024 steps 15 | pol -0.0023 val 1.0612 kl 0.00141 H 1.666 | ema c716253c | 25s (play 18)
[train 16:37:01] p271 games 2048 rw/bw/d 773/799/476 | rows 3011 steps 15 | pol 0.0142 val 1.0729 kl 0.00063 H 1.656 | ema 087e82e7 | 26s (play 19)
[train 16:37:26] p272 games 2048 rw/bw/d 779/791/478 | rows 3022 steps 15 | pol -0.0167 val 1.0706 kl 0.00047 H 1.651 | ema 52195e83 | 25s (play 18)
[train 16:37:50] p273 games 2048 rw/bw/d 789/807/452 | rows 3061 steps 15 | pol -0.0019 val 1.0673 kl 0.00096 H 1.645 | ema 1b291e71 | 25s (play 18)
[train 16:38:15] p274 games 2048 rw/bw/d 783/819/446 | rows 3044 steps 15 | pol -0.0006 val 1.0626 kl 0.00041 H 1.649 | ema 8c568889 | 25s (play 18)
[train 16:38:40] p275 games 2048 rw/bw/d 806/781/461 | rows 3012 steps 15 | pol 0.0010 val 1.0682 kl 0.00113 H 1.641 | ema be07758f | 25s (play 18)
[train 16:39:05] p276 games 2048 rw/bw/d 781/811/456 | rows 3012 steps 15 | pol 0.0075 val 1.0628 kl 0.00030 H 1.636 | ema 49b0e508 | 25s (play 18)
[train 16:39:30] p277 games 2048 rw/bw/d 800/776/472 | rows 3068 steps 15 | pol 0.0045 val 1.0710 kl 0.00049 H 1.638 | ema e2207043 | 25s (play 18)
[train 16:39:55] p278 games 2048 rw/bw/d 774/825/449 | rows 3004 steps 15 | pol -0.0158 val 1.0623 kl 0.00023 H 1.641 | ema 109226e3 | 25s (play 18)
[train 16:40:20] p279 games 2048 rw/bw/d 791/808/449 | rows 3006 steps 15 | pol -0.0041 val 1.0600 kl 0.00019 H 1.639 | ema b07c712d | 25s (play 19)
[train 16:40:45] p280 games 2048 rw/bw/d 798/805/445 | rows 3049 steps 15 | pol 0.0084 val 1.0656 kl 0.00029 H 1.636 | ema 97801de0 | 25s (play 18)
[train 16:41:10] p281 games 2048 rw/bw/d 798/787/463 | rows 3001 steps 15 | pol 0.0151 val 1.0667 kl 0.00124 H 1.611 | ema bc51dbb0 | 25s (play 18)
[train 16:41:35] p282 games 2048 rw/bw/d 768/816/464 | rows 3007 steps 15 | pol -0.0221 val 1.0667 kl 0.00084 H 1.621 | ema 5289498d | 25s (play 18)
[train 16:42:00] p283 games 2048 rw/bw/d 791/784/473 | rows 3041 steps 15 | pol 0.0240 val 1.0670 kl 0.00027 H 1.622 | ema 52688047 | 25s (play 18)
[train 16:42:25] p284 games 2048 rw/bw/d 801/785/462 | rows 2997 steps 15 | pol -0.0375 val 1.0682 kl 0.00168 H 1.648 | ema e00841a7 | 25s (play 18)
[train 16:42:51] p285 games 2048 rw/bw/d 800/795/453 | rows 3030 steps 15 | pol 0.0249 val 1.0622 kl 0.00054 H 1.663 | ema 6616439b | 25s (play 19)
[train 16:43:16] p286 games 2048 rw/bw/d 798/811/439 | rows 2984 steps 15 | pol -0.0121 val 1.0604 kl 0.00051 H 1.664 | ema 6cee60b9 | 25s (play 18)
[train 16:43:41] p287 games 2048 rw/bw/d 824/770/454 | rows 3044 steps 15 | pol -0.0250 val 1.0657 kl 0.00126 H 1.678 | ema 344e0767 | 26s (play 19)
[train 16:44:06] p288 games 2048 rw/bw/d 801/801/446 | rows 3025 steps 15 | pol 0.0180 val 1.0619 kl 0.00061 H 1.672 | ema 7137999b | 25s (play 18)
[train 16:44:06] checkpoint ckpt_0288
[train 16:44:31] p289 games 2048 rw/bw/d 787/814/447 | rows 3023 steps 15 | pol 0.0014 val 1.0627 kl 0.00056 H 1.659 | ema f52931db | 25s (play 18)
[train 16:44:56] p290 games 2048 rw/bw/d 812/757/479 | rows 3024 steps 15 | pol -0.0064 val 1.0722 kl 0.00052 H 1.663 | ema 3d77cbdf | 25s (play 19)
[train 16:45:21] p291 games 2048 rw/bw/d 811/778/459 | rows 3042 steps 15 | pol 0.0075 val 1.0641 kl 0.00062 H 1.670 | ema 53762b54 | 25s (play 18)
[train 16:45:46] p292 games 2048 rw/bw/d 828/785/435 | rows 3014 steps 15 | pol 0.0128 val 1.0628 kl 0.00241 H 1.636 | ema 1a771454 | 25s (play 18)
[train 16:46:11] p293 games 2048 rw/bw/d 821/764/463 | rows 3018 steps 15 | pol -0.0426 val 1.0682 kl 0.00308 H 1.664 | ema 1c880427 | 25s (play 18)
[train 16:46:36] p294 games 2048 rw/bw/d 787/806/455 | rows 3029 steps 15 | pol -0.0135 val 1.0674 kl 0.00072 H 1.670 | ema 57025ee1 | 25s (play 18)
[train 16:47:01] p295 games 2048 rw/bw/d 810/783/455 | rows 3011 steps 15 | pol 0.0103 val 1.0660 kl 0.00052 H 1.668 | ema 8aff7110 | 25s (play 19)
